student_id,branch,cgpa,backlogs,placed,company,package_lpa,company_tier,placement_year,offers_count
1448,CSE,8.82,0,Yes,TCS,8.9,Tier 2,2023,3
1449,CSE,5.49,0,Yes,RegionalTech Solutions,3.2,Tier 3,2023,1
1450,CSE,7.6,0,No,,0,,2023,0
1451,CSE,7.12,1,Yes,TCS,5.2,Tier 2,2023,2
1452,CSE,6.67,0,Yes,Capgemini,7.5,Tier 2,2023,1
1453,CSE,8.92,0,Yes,TCS,4.7,Tier 2,2023,1
1454,CSE,7.74,3,Yes,Accenture,5.6,Tier 2,2023,2
1455,CSE,5.86,0,Yes,NextGen Systems,3.5,Tier 3,2023,1
1456,CSE,6.25,0,Yes,NextGen Systems,4.3,Tier 3,2023,1
1457,CSE,8.51,0,Yes,Capgemini,5.9,Tier 2,2023,3
1458,CSE,6.39,0,No,,0,,2023,0
1459,CSE,6.42,0,Yes,Local Startup Inc,3.1,Tier 3,2023,1
1460,CSE,7.71,1,No,,0,,2023,0
1461,CSE,8.42,3,No,,0,,2023,0
1462,CSE,6.48,0,Yes,NextGen Systems,2.7,Tier 3,2023,1
1463,CSE,6.19,0,No,,0,,2023,0
1464,CSE,7.53,0,Yes,TCS,8.4,Tier 2,2023,1
1465,CSE,7.91,1,Yes,Wipro,5.5,Tier 2,2023,1
1466,CSE,8.92,2,Yes,Capgemini,4.6,Tier 2,2023,1
1467,CSE,8.46,0,Yes,Accenture,5.6,Tier 2,2023,1
1468,CSE,7.2,0,Yes,Wipro,5.3,Tier 2,2023,1
1469,CSE,5.91,0,No,,0,,2023,0
1470,CSE,7.1,0,No,,0,,2023,0
1471,CSE,8.11,0,Yes,Infosys,4.1,Tier 2,2023,1
1472,CSE,6.66,0,Yes,Wipro,4.8,Tier 2,2023,2
1473,CSE,6.68,1,No,,0,,2023,0
1474,CSE,8.14,1,No,,0,,2023,0
1475,CSE,7.11,3,No,,0,,2023,0
1476,CSE,9.24,0,Yes,Adobe,29.6,Tier 1,2023,2
1477,CSE,8.39,0,Yes,Capgemini,4.2,Tier 2,2023,1
1478,CSE,6.51,0,Yes,TCS,7.5,Tier 2,2023,1
1479,CSE,8.5,0,Yes,Cognizant,7.3,Tier 2,2023,1
1480,CSE,7.27,0,Yes,TCS,6.6,Tier 2,2023,1
1481,CSE,6.73,0,No,,0,,2023,0
1482,CSE,9.9,1,No,,0,,2023,0
1483,CSE,7.64,0,Yes,Accenture,5.3,Tier 2,2023,1
1484,CSE,6.92,0,No,,0,,2023,0
1485,CSE,9.65,0,Yes,Google,34.6,Tier 1,2023,1
1486,CSE,8.53,2,No,,0,,2023,0
1487,CSE,8.09,0,Yes,Infosys,4.4,Tier 2,2023,1
1488,CSE,7.8,1,No,,0,,2023,0
1489,CSE,5.72,3,No,,0,,2023,0
1490,CSE,9.84,2,Yes,Capgemini,8.4,Tier 2,2023,2
1491,CSE,6.86,0,No,,0,,2023,0
1492,CSE,7.25,2,No,,0,,2023,0
1493,CSE,9.67,0,No,,0,,2023,0
1494,CSE,7.72,0,No,,0,,2023,0
1495,CSE,6.94,0,Yes,Cognizant,7.4,Tier 2,2023,1
1496,CSE,6.12,0,Yes,NextGen Systems,3.9,Tier 3,2023,2
1497,CSE,5.0,0,Yes,RegionalTech Solutions,3.7,Tier 3,2023,2
1498,CSE,7.19,0,Yes,Wipro,4.1,Tier 2,2023,3
1499,CSE,6.7,0,Yes,Cognizant,4.9,Tier 2,2023,2
1500,CSE,9.9,0,Yes,Microsoft,36.4,Tier 1,2023,2
1501,CSE,7.75,1,No,,0,,2023,0
1502,CSE,7.51,1,Yes,TCS,8.7,Tier 2,2023,1
1503,CSE,5.45,0,Yes,NextGen Systems,3.6,Tier 3,2023,1
1504,CSE,7.83,0,Yes,TCS,7.0,Tier 2,2023,1
1505,CSE,7.67,0,Yes,Capgemini,8.5,Tier 2,2023,2
1506,CSE,5.06,2,No,,0,,2023,0
1507,CSE,6.6,0,Yes,Cognizant,4.7,Tier 2,2023,1
1508,CSE,6.91,0,Yes,TCS,5.8,Tier 2,2023,1
1509,CSE,8.85,0,Yes,Google,43.5,Tier 1,2023,1
1510,CSE,6.6,0,No,,0,,2023,0
1511,CSE,7.53,0,No,,0,,2023,0
1512,CSE,6.27,2,No,,0,,2023,0
1513,CSE,7.83,2,Yes,Cognizant,8.8,Tier 2,2023,1
1514,CSE,7.93,0,Yes,Accenture,7.9,Tier 2,2023,1
1515,CSE,6.79,1,Yes,Infosys,7.0,Tier 2,2023,2
1516,CSE,7.99,0,Yes,Capgemini,6.3,Tier 2,2023,1
1517,CSE,6.89,0,No,,0,,2023,0
1518,CSE,6.06,1,No,,0,,2023,0
1519,CSE,6.11,0,Yes,NextGen Systems,3.3,Tier 3,2023,1
1520,CSE,7.9,0,Yes,Accenture,6.0,Tier 2,2023,1
1521,CSE,5.0,1,No,,0,,2023,0
1522,CSE,7.1,1,Yes,Accenture,7.0,Tier 2,2023,2
1523,CSE,7.65,0,Yes,Accenture,4.2,Tier 2,2023,1
1524,ECE,6.93,1,No,,0,,2023,0
1525,ECE,7.25,0,Yes,Accenture,7.7,Tier 2,2023,1
1526,ECE,5.0,0,No,,0,,2023,0
1527,ECE,7.39,0,No,,0,,2023,0
1528,ECE,8.25,1,Yes,Cognizant,4.5,Tier 2,2023,3
1529,ECE,5.0,0,No,,0,,2023,0
1530,ECE,8.62,0,Yes,Goldman Sachs,25.4,Tier 1,2023,1
1531,ECE,8.64,0,Yes,TCS,8.2,Tier 2,2023,1
1532,ECE,8.21,0,No,,0,,2023,0
1533,ECE,8.82,0,Yes,Cognizant,5.2,Tier 2,2023,1
1534,ECE,9.9,0,Yes,Google,37.1,Tier 1,2023,1
1535,ECE,8.09,0,Yes,Wipro,7.8,Tier 2,2023,1
1536,ECE,6.39,1,Yes,NextGen Systems,2.9,Tier 3,2023,1
1537,ECE,6.64,0,No,,0,,2023,0
1538,ECE,8.28,0,No,,0,,2023,0
1539,ECE,5.96,0,Yes,NextGen Systems,2.8,Tier 3,2023,2
1540,ECE,6.33,1,No,,0,,2023,0
1541,ECE,8.48,1,Yes,TCS,4.9,Tier 2,2023,1
1542,ECE,6.48,1,No,,0,,2023,0
1543,ECE,6.68,0,Yes,Capgemini,8.6,Tier 2,2023,1
1544,ECE,7.49,2,Yes,Wipro,4.7,Tier 2,2023,1
1545,ECE,6.72,0,Yes,Infosys,5.0,Tier 2,2023,1
1546,ECE,8.31,0,Yes,Goldman Sachs,27.5,Tier 1,2023,1
1547,ECE,7.88,0,Yes,Wipro,4.2,Tier 2,2023,2
1548,ECE,6.12,0,Yes,NextGen Systems,4.0,Tier 3,2023,2
1549,ECE,7.34,0,Yes,Wipro,6.7,Tier 2,2023,2
1550,ECE,5.82,1,No,,0,,2023,0
1551,ECE,6.48,0,No,,0,,2023,0
1552,ECE,7.48,1,Yes,TCS,6.2,Tier 2,2023,2
1553,ECE,6.02,0,No,,0,,2023,0
1554,ECE,8.85,1,Yes,Accenture,7.4,Tier 2,2023,2
1555,ECE,8.17,0,No,,0,,2023,0
1556,ECE,6.04,1,No,,0,,2023,0
1557,ECE,7.69,0,No,,0,,2023,0
1558,ECE,5.86,0,No,,0,,2023,0
1559,ECE,6.82,3,No,,0,,2023,0
1560,ECE,8.58,2,No,,0,,2023,0
1561,ECE,8.41,0,Yes,Capgemini,8.3,Tier 2,2023,1
1562,ECE,8.58,0,No,,0,,2023,0
1563,ECE,8.08,1,No,,0,,2023,0
1564,ECE,5.56,0,Yes,RegionalTech Solutions,2.7,Tier 3,2023,1
1565,ECE,7.72,0,No,,0,,2023,0
1566,ECE,5.39,1,No,,0,,2023,0
1567,ECE,5.98,0,No,,0,,2023,0
1568,ECE,7.56,1,Yes,Capgemini,7.3,Tier 2,2023,3
1569,ECE,6.95,0,Yes,Infosys,6.5,Tier 2,2023,1
1570,ECE,7.51,0,Yes,Infosys,6.8,Tier 2,2023,1
1571,ECE,6.19,1,Yes,RegionalTech Solutions,2.5,Tier 3,2023,1
1572,ECE,7.29,2,Yes,Cognizant,5.0,Tier 2,2023,1
1573,ECE,6.98,0,Yes,Wipro,4.5,Tier 2,2023,2
1574,ECE,6.66,0,Yes,Capgemini,4.8,Tier 2,2023,1
1575,ECE,6.45,1,Yes,NextGen Systems,2.7,Tier 3,2023,1
1576,ECE,7.77,0,Yes,Accenture,7.4,Tier 2,2023,1
1577,ECE,8.89,1,No,,0,,2023,0
1578,ECE,7.3,0,Yes,Cognizant,4.4,Tier 2,2023,1
1579,ECE,7.38,0,Yes,Infosys,7.2,Tier 2,2023,1
1580,ECE,6.72,1,Yes,Accenture,7.3,Tier 2,2023,1
1581,ECE,5.56,0,Yes,NextGen Systems,3.4,Tier 3,2023,1
1582,ECE,7.85,0,No,,0,,2023,0
1583,ECE,7.56,1,Yes,Infosys,5.2,Tier 2,2023,1
1584,ECE,7.63,0,Yes,Capgemini,7.0,Tier 2,2023,1
1585,ECE,7.5,1,No,,0,,2023,0
1586,ECE,5.54,0,No,,0,,2023,0
1587,ECE,5.38,0,Yes,Local Startup Inc,3.5,Tier 3,2023,2
1588,ECE,7.09,0,No,,0,,2023,0
1589,ECE,6.08,3,No,,0,,2023,0
1590,ECE,6.45,2,Yes,NextGen Systems,3.3,Tier 3,2023,2
1591,ECE,6.55,0,No,,0,,2023,0
1592,ECE,7.01,0,No,,0,,2023,0
1593,ECE,7.96,2,No,,0,,2023,0
1594,ECE,7.27,0,Yes,Cognizant,6.1,Tier 2,2023,2
1595,ECE,5.91,0,Yes,Local Startup Inc,3.5,Tier 3,2023,1
1596,ECE,8.11,0,No,,0,,2023,0
1597,ECE,6.13,0,No,,0,,2023,0
1598,ECE,6.95,1,Yes,Capgemini,8.8,Tier 2,2023,1
1599,ECE,7.26,2,Yes,TCS,5.5,Tier 2,2023,1
1600,ECE,8.02,1,No,,0,,2023,0
1601,ECE,8.46,1,Yes,Accenture,6.6,Tier 2,2023,3
1602,ECE,8.38,1,Yes,Capgemini,7.9,Tier 2,2023,1
1603,ECE,6.93,1,Yes,Wipro,6.6,Tier 2,2023,2
1604,Mechanical,9.48,1,Yes,Cognizant,6.6,Tier 2,2023,1
1605,Mechanical,9.25,0,Yes,Capgemini,7.6,Tier 2,2023,2
1606,Mechanical,7.94,0,Yes,TCS,5.2,Tier 2,2023,1
1607,Mechanical,6.14,0,No,,0,,2023,0
1608,Mechanical,7.39,2,No,,0,,2023,0
1609,Mechanical,8.75,0,Yes,Wipro,8.1,Tier 2,2023,1
1610,Mechanical,6.27,0,Yes,Local Startup Inc,2.9,Tier 3,2023,1
1611,Mechanical,8.24,3,Yes,Wipro,7.9,Tier 2,2023,1
1612,Mechanical,5.0,0,Yes,RegionalTech Solutions,2.9,Tier 3,2023,1
1613,Mechanical,6.34,0,No,,0,,2023,0
1614,Mechanical,6.83,0,No,,0,,2023,0
1615,Mechanical,7.3,2,No,,0,,2023,0
1616,Mechanical,6.48,0,Yes,Local Startup Inc,3.6,Tier 3,2023,1
1617,Mechanical,6.09,0,Yes,RegionalTech Solutions,4.2,Tier 3,2023,2
1618,Mechanical,5.92,1,Yes,Local Startup Inc,3.3,Tier 3,2023,1
1619,Mechanical,9.9,0,Yes,Adobe,27.4,Tier 1,2023,1
1620,Mechanical,6.49,2,No,,0,,2023,0
1621,Mechanical,7.18,0,No,,0,,2023,0
1622,Mechanical,5.75,0,No,,0,,2023,0
1623,Mechanical,8.7,0,Yes,Cognizant,7.5,Tier 2,2023,2
1624,Mechanical,7.82,1,Yes,TCS,8.7,Tier 2,2023,1
1625,Mechanical,8.44,0,Yes,Google,31.1,Tier 1,2023,1
1626,Mechanical,8.62,3,Yes,Wipro,8.3,Tier 2,2023,1
1627,Mechanical,8.88,0,No,,0,,2023,0
1628,Mechanical,8.27,0,Yes,Infosys,4.5,Tier 2,2023,2
1629,Mechanical,7.21,0,No,,0,,2023,0
1630,Mechanical,8.23,0,No,,0,,2023,0
1631,Mechanical,8.3,0,No,,0,,2023,0
1632,Mechanical,7.42,0,Yes,Infosys,4.6,Tier 2,2023,2
1633,Mechanical,8.97,0,Yes,Capgemini,4.4,Tier 2,2023,1
1634,Mechanical,7.92,0,No,,0,,2023,0
1635,Mechanical,9.9,0,Yes,Amazon,18.7,Tier 1,2023,2
1636,Mechanical,8.91,2,Yes,Cognizant,8.1,Tier 2,2023,2
1637,Mechanical,6.99,1,Yes,Infosys,5.4,Tier 2,2023,1
1638,Mechanical,7.36,0,Yes,Accenture,5.2,Tier 2,2023,1
1639,Mechanical,6.88,0,Yes,Infosys,6.1,Tier 2,2023,1
1640,Mechanical,8.29,0,No,,0,,2023,0
1641,Mechanical,7.22,0,Yes,Capgemini,5.8,Tier 2,2023,1
1642,Mechanical,9.9,0,Yes,Cognizant,5.4,Tier 2,2023,2
1643,Mechanical,8.66,0,No,,0,,2023,0
1644,Mechanical,7.44,0,No,,0,,2023,0
1645,Mechanical,6.18,0,Yes,Local Startup Inc,3.8,Tier 3,2023,1
1646,Mechanical,7.38,0,No,,0,,2023,0
1647,Mechanical,7.52,3,No,,0,,2023,0
1648,Mechanical,7.01,1,No,,0,,2023,0
1649,Mechanical,5.91,1,Yes,NextGen Systems,3.9,Tier 3,2023,1
1650,Mechanical,8.86,2,Yes,Accenture,6.8,Tier 2,2023,2
1651,Mechanical,6.54,3,No,,0,,2023,0
1652,Mechanical,6.93,0,Yes,TCS,4.3,Tier 2,2023,1
1653,Mechanical,7.02,0,Yes,Infosys,5.7,Tier 2,2023,1
1654,Mechanical,7.07,0,No,,0,,2023,0
1655,Mechanical,7.46,0,No,,0,,2023,0
1656,Mechanical,6.92,0,Yes,Wipro,8.8,Tier 2,2023,1
1657,Mechanical,5.36,0,Yes,Local Startup Inc,4.5,Tier 3,2023,1
1658,Mechanical,9.07,1,Yes,Cognizant,7.2,Tier 2,2023,1
1659,Mechanical,8.53,1,No,,0,,2023,0
1660,Mechanical,9.77,1,Yes,Infosys,5.9,Tier 2,2023,1
1661,Mechanical,7.11,0,Yes,Accenture,6.0,Tier 2,2023,2
1662,Mechanical,6.29,3,No,,0,,2023,0
1663,Mechanical,8.66,2,No,,0,,2023,0
1664,Mechanical,7.5,0,No,,0,,2023,0
1665,Mechanical,7.76,1,Yes,Infosys,7.2,Tier 2,2023,3
1666,Mechanical,6.97,3,No,,0,,2023,0
1667,Mechanical,6.34,0,Yes,NextGen Systems,2.6,Tier 3,2023,1
1668,Mechanical,5.64,0,Yes,RegionalTech Solutions,3.4,Tier 3,2023,1
1669,Mechanical,6.62,0,No,,0,,2023,0
1670,Mechanical,7.52,0,Yes,Accenture,7.3,Tier 2,2023,2
1671,Mechanical,6.95,0,No,,0,,2023,0
1672,Civil,6.59,0,Yes,Wipro,4.9,Tier 2,2023,1
1673,Civil,5.93,0,No,,0,,2023,0
1674,Civil,8.46,0,Yes,Google,27.9,Tier 1,2023,1
1675,Civil,6.34,0,Yes,Local Startup Inc,3.3,Tier 3,2023,1
1676,Civil,5.96,0,No,,0,,2023,0
1677,Civil,5.63,0,Yes,NextGen Systems,4.2,Tier 3,2023,1
1678,Civil,6.8,0,Yes,Wipro,8.1,Tier 2,2023,1
1679,Civil,6.31,0,Yes,Local Startup Inc,3.4,Tier 3,2023,1
1680,Civil,6.31,0,No,,0,,2023,0
1681,Civil,5.0,0,No,,0,,2023,0
1682,Civil,7.62,0,Yes,Infosys,6.2,Tier 2,2023,1
1683,Civil,7.1,0,Yes,Capgemini,7.3,Tier 2,2023,1
1684,Civil,8.43,0,Yes,Accenture,5.1,Tier 2,2023,1
1685,Civil,8.21,0,No,,0,,2023,0
1686,Civil,7.61,1,No,,0,,2023,0
1687,Civil,6.48,0,Yes,Local Startup Inc,3.5,Tier 3,2023,2
1688,Civil,6.84,2,No,,0,,2023,0
1689,Civil,6.53,0,No,,0,,2023,0
1690,Civil,5.83,0,No,,0,,2023,0
1691,Civil,9.17,0,Yes,Microsoft,40.0,Tier 1,2023,3
1692,Civil,6.85,0,No,,0,,2023,0
1693,Civil,7.55,0,Yes,Wipro,6.6,Tier 2,2023,1
1694,Civil,6.99,2,Yes,Accenture,6.6,Tier 2,2023,2
1695,Civil,6.2,0,No,,0,,2023,0
1696,Civil,7.75,1,No,,0,,2023,0
1697,Civil,8.46,0,Yes,Goldman Sachs,22.9,Tier 1,2023,1
1698,Civil,6.56,1,No,,0,,2023,0
1699,Civil,6.53,0,No,,0,,2023,0
1700,Civil,7.31,1,No,,0,,2023,0
1701,Civil,5.41,1,Yes,RegionalTech Solutions,4.3,Tier 3,2023,1
1702,Civil,8.58,0,No,,0,,2023,0
1703,Civil,6.91,0,No,,0,,2023,0
1704,Civil,8.04,0,No,,0,,2023,0
1705,Civil,9.18,0,No,,0,,2023,0
1706,Civil,9.42,0,Yes,Microsoft,42.4,Tier 1,2023,1
1707,Civil,6.14,0,Yes,Local Startup Inc,2.6,Tier 3,2023,1
1708,Civil,7.9,1,Yes,Accenture,8.4,Tier 2,2023,2
1709,Civil,7.91,1,No,,0,,2023,0
1710,Civil,7.33,0,Yes,Capgemini,5.0,Tier 2,2023,2
1711,Civil,6.37,0,No,,0,,2023,0
1712,Civil,8.1,1,Yes,Cognizant,4.9,Tier 2,2023,1
1713,Civil,8.2,0,Yes,Capgemini,8.2,Tier 2,2023,2
1714,Civil,6.14,0,Yes,NextGen Systems,4.1,Tier 3,2023,1
1715,Civil,7.37,0,Yes,Accenture,4.1,Tier 2,2023,1
1716,Civil,7.96,1,No,,0,,2023,0
1717,Civil,9.62,0,Yes,Amazon,36.4,Tier 1,2023,1
1718,Civil,7.34,1,Yes,Wipro,6.3,Tier 2,2023,2
1719,Civil,7.39,0,No,,0,,2023,0
1720,Civil,8.11,0,Yes,Wipro,6.8,Tier 2,2023,3
1721,Civil,6.45,1,No,,0,,2023,0
1722,Civil,6.7,0,Yes,Wipro,5.3,Tier 2,2023,1
1723,Civil,6.64,0,Yes,TCS,8.0,Tier 2,2023,2
1724,Civil,5.0,1,No,,0,,2023,0
1725,Civil,6.31,1,No,,0,,2023,0
1726,Civil,5.79,3,No,,0,,2023,0
1727,Civil,6.25,0,No,,0,,2023,0
1728,Civil,7.73,0,Yes,Infosys,7.4,Tier 2,2023,2
1729,Civil,6.39,2,No,,0,,2023,0
1730,Civil,6.25,0,Yes,NextGen Systems,2.9,Tier 3,2023,1
1731,Civil,7.67,0,No,,0,,2023,0
1732,Civil,7.53,1,Yes,Wipro,7.3,Tier 2,2023,1
1733,Civil,7.34,2,No,,0,,2023,0
1734,Civil,7.97,2,No,,0,,2023,0
1735,Civil,6.15,0,Yes,NextGen Systems,4.4,Tier 3,2023,1
1736,Civil,6.57,0,No,,0,,2023,0
1737,Civil,5.0,0,Yes,Local Startup Inc,2.8,Tier 3,2023,1
1738,Civil,7.19,0,Yes,Cognizant,4.7,Tier 2,2023,1
1739,Civil,7.65,0,Yes,Wipro,7.2,Tier 2,2023,3
1740,Civil,6.67,0,Yes,Infosys,6.9,Tier 2,2023,2
1741,Electrical,5.34,0,No,,0,,2023,0
1742,Electrical,7.32,0,Yes,Cognizant,4.0,Tier 2,2023,3
1743,Electrical,5.46,3,No,,0,,2023,0
1744,Electrical,6.82,1,No,,0,,2023,0
1745,Electrical,7.3,1,Yes,Wipro,4.6,Tier 2,2023,2
1746,Electrical,7.21,0,No,,0,,2023,0
1747,Electrical,8.22,0,Yes,Accenture,6.6,Tier 2,2023,2
1748,Electrical,8.98,0,No,,0,,2023,0
1749,Electrical,9.65,0,No,,0,,2023,0
1750,Electrical,9.9,0,No,,0,,2023,0
1751,Electrical,7.28,0,No,,0,,2023,0
1752,Electrical,7.0,0,Yes,TCS,5.8,Tier 2,2023,1
1753,Electrical,7.02,2,No,,0,,2023,0
1754,Electrical,6.95,0,Yes,Capgemini,4.5,Tier 2,2023,3
1755,Electrical,7.38,0,Yes,Wipro,6.4,Tier 2,2023,1
1756,Electrical,6.9,0,No,,0,,2023,0
1757,Electrical,6.56,1,No,,0,,2023,0
1758,Electrical,6.52,0,No,,0,,2023,0
1759,Electrical,8.55,0,No,,0,,2023,0
1760,Electrical,8.77,0,Yes,Microsoft,38.3,Tier 1,2023,1
1761,Electrical,8.65,0,Yes,Infosys,7.4,Tier 2,2023,1
1762,Electrical,5.0,0,Yes,Local Startup Inc,4.3,Tier 3,2023,1
1763,Electrical,8.03,0,Yes,Capgemini,7.6,Tier 2,2023,1
1764,Electrical,5.79,2,No,,0,,2023,0
1765,Electrical,5.0,0,Yes,Local Startup Inc,4.2,Tier 3,2023,2
1766,Electrical,8.01,0,No,,0,,2023,0
1767,Electrical,6.71,2,No,,0,,2023,0
1768,Electrical,7.44,0,Yes,Wipro,5.8,Tier 2,2023,1
1769,Electrical,5.78,2,Yes,Local Startup Inc,2.7,Tier 3,2023,2
1770,Electrical,7.79,0,Yes,Capgemini,8.3,Tier 2,2023,2
1771,Electrical,7.69,1,Yes,TCS,8.9,Tier 2,2023,1
1772,Electrical,5.69,1,Yes,RegionalTech Solutions,4.1,Tier 3,2023,2
1773,Electrical,6.9,0,Yes,Capgemini,8.4,Tier 2,2023,1
1774,Electrical,6.57,1,No,,0,,2023,0
1775,Electrical,5.93,2,No,,0,,2023,0
1776,Electrical,7.34,0,No,,0,,2023,0
1777,Electrical,9.41,0,No,,0,,2023,0
1778,Electrical,7.37,1,Yes,Wipro,6.6,Tier 2,2023,3
1779,Electrical,6.62,0,No,,0,,2023,0
1780,Electrical,5.79,0,No,,0,,2023,0
1781,Electrical,6.81,1,No,,0,,2023,0
1782,Electrical,6.72,0,Yes,Accenture,8.2,Tier 2,2023,2
1783,Electrical,8.53,0,Yes,TCS,6.5,Tier 2,2023,1
1784,Electrical,5.42,0,No,,0,,2023,0
1785,Electrical,7.38,0,No,,0,,2023,0
1786,Electrical,6.79,0,No,,0,,2023,0
1787,Electrical,5.95,1,Yes,Local Startup Inc,3.6,Tier 3,2023,1
1788,Electrical,9.9,0,Yes,Wipro,8.5,Tier 2,2023,1
1789,Electrical,5.72,0,Yes,Local Startup Inc,4.2,Tier 3,2023,2
1790,Electrical,6.59,0,No,,0,,2023,0
1791,Electrical,5.79,0,No,,0,,2023,0
1792,Electrical,6.17,0,No,,0,,2023,0
1793,Electrical,8.23,0,No,,0,,2023,0
1794,Electrical,7.21,0,Yes,Infosys,6.5,Tier 2,2023,1
1795,Electrical,7.99,0,Yes,TCS,8.7,Tier 2,2023,1
1796,Electrical,5.57,0,No,,0,,2023,0
1797,Electrical,7.54,0,Yes,Capgemini,6.9,Tier 2,2023,2
1798,Electrical,5.49,1,No,,0,,2023,0
1799,Electrical,5.7,0,No,,0,,2023,0
1800,Electrical,5.0,0,Yes,NextGen Systems,3.5,Tier 3,2023,2
1801,Electrical,5.0,0,No,,0,,2023,0
1802,Electrical,7.07,1,Yes,Accenture,7.0,Tier 2,2023,1
1803,Electrical,6.21,0,No,,0,,2023,0
1804,Electrical,9.24,1,Yes,Wipro,8.9,Tier 2,2023,1
1805,Electrical,6.64,0,No,,0,,2023,0
1806,IT,7.37,0,No,,0,,2023,0
1807,IT,6.29,1,No,,0,,2023,0
1808,IT,6.92,0,Yes,Capgemini,5.7,Tier 2,2023,2
1809,IT,5.75,1,No,,0,,2023,0
1810,IT,5.0,0,No,,0,,2023,0
1811,IT,6.96,0,Yes,Capgemini,7.6,Tier 2,2023,1
1812,IT,7.69,1,No,,0,,2023,0
1813,IT,5.0,0,Yes,RegionalTech Solutions,2.8,Tier 3,2023,1
1814,IT,6.72,1,Yes,Infosys,8.9,Tier 2,2023,2
1815,IT,6.95,0,No,,0,,2023,0
1816,IT,6.63,0,Yes,Cognizant,4.5,Tier 2,2023,1
1817,IT,8.42,2,No,,0,,2023,0
1818,IT,5.87,0,Yes,NextGen Systems,3.1,Tier 3,2023,2
1819,IT,5.91,0,No,,0,,2023,0
1820,IT,5.04,3,No,,0,,2023,0
1821,IT,7.03,0,Yes,Cognizant,8.1,Tier 2,2023,2
1822,IT,7.14,2,No,,0,,2023,0
1823,IT,6.09,0,No,,0,,2023,0
1824,IT,5.72,1,No,,0,,2023,0
1825,IT,7.01,1,Yes,Accenture,4.6,Tier 2,2023,1
1826,IT,7.86,0,Yes,Infosys,6.9,Tier 2,2023,1
1827,IT,7.17,1,Yes,Wipro,7.0,Tier 2,2023,1
1828,IT,8.18,1,No,,0,,2023,0
1829,IT,7.71,1,Yes,Capgemini,5.6,Tier 2,2023,1
1830,IT,6.42,0,Yes,NextGen Systems,2.8,Tier 3,2023,1
1831,IT,6.12,0,No,,0,,2023,0
1832,IT,6.9,1,Yes,Accenture,6.7,Tier 2,2023,1
1833,IT,9.25,3,Yes,Cognizant,5.2,Tier 2,2023,1
1834,IT,7.16,0,No,,0,,2023,0
1835,IT,7.21,2,Yes,TCS,5.9,Tier 2,2023,2
1836,IT,7.51,0,Yes,Wipro,6.6,Tier 2,2023,2
1837,IT,5.93,0,No,,0,,2023,0
1838,IT,7.13,0,Yes,Accenture,6.7,Tier 2,2023,1
1839,IT,6.67,0,Yes,TCS,5.0,Tier 2,2023,1
1840,IT,6.66,1,No,,0,,2023,0
1841,IT,7.14,1,Yes,TCS,6.3,Tier 2,2023,1
1842,IT,6.03,0,Yes,RegionalTech Solutions,3.6,Tier 3,2023,1
1843,IT,6.5,0,Yes,Cognizant,5.6,Tier 2,2023,1
1844,IT,6.84,0,Yes,Capgemini,7.1,Tier 2,2023,1
1845,IT,7.25,1,Yes,TCS,5.4,Tier 2,2023,2
1846,IT,5.74,1,No,,0,,2023,0
1847,IT,6.71,0,No,,0,,2023,0
1848,IT,9.67,0,Yes,Accenture,5.5,Tier 2,2023,1
1849,IT,6.58,2,No,,0,,2023,0
1850,IT,6.51,2,No,,0,,2023,0
1851,IT,7.36,2,Yes,Accenture,7.0,Tier 2,2023,1
1852,IT,7.16,0,No,,0,,2023,0
1853,IT,6.58,2,Yes,Capgemini,8.3,Tier 2,2023,1
1854,IT,8.92,0,Yes,Google,20.4,Tier 1,2023,1
1855,IT,7.86,2,No,,0,,2023,0
1856,IT,5.15,3,No,,0,,2023,0
1857,IT,6.33,0,Yes,RegionalTech Solutions,4.4,Tier 3,2023,2
1858,IT,6.92,0,No,,0,,2023,0
1859,IT,7.29,0,Yes,Wipro,7.1,Tier 2,2023,1
1860,IT,8.1,0,Yes,Wipro,8.0,Tier 2,2023,1
1861,IT,7.85,0,No,,0,,2023,0
1862,IT,7.03,1,No,,0,,2023,0
1863,IT,7.03,1,Yes,Cognizant,5.8,Tier 2,2023,1
1864,IT,8.22,0,Yes,Accenture,4.4,Tier 2,2023,1
1865,IT,6.81,2,Yes,Capgemini,4.4,Tier 2,2023,2
1866,IT,9.22,0,Yes,Adobe,32.4,Tier 1,2023,1
1867,IT,7.29,0,Yes,Accenture,6.4,Tier 2,2023,2
1868,IT,6.44,1,Yes,NextGen Systems,4.0,Tier 3,2023,1
1869,IT,6.89,0,Yes,Capgemini,5.2,Tier 2,2023,1
1870,IT,8.39,3,No,,0,,2023,0
1871,IT,6.46,0,Yes,NextGen Systems,3.8,Tier 3,2023,1
1872,IT,5.51,3,No,,0,,2023,0
1873,IT,6.17,0,Yes,RegionalTech Solutions,3.0,Tier 3,2023,1
1874,IT,7.31,1,Yes,Cognizant,6.3,Tier 2,2023,2
1875,IT,6.87,3,No,,0,,2023,0
1876,IT,7.3,1,Yes,Capgemini,5.3,Tier 2,2023,2
1877,IT,6.55,1,Yes,TCS,6.6,Tier 2,2023,1
1878,IT,7.01,0,No,,0,,2023,0
1879,IT,6.18,2,No,,0,,2023,0
1880,IT,7.09,0,Yes,Infosys,6.2,Tier 2,2023,1
1881,IT,7.37,0,Yes,Accenture,7.6,Tier 2,2023,1
